2015-08-28,全銘柄日足,http://k-db.com/
コード,銘柄名,市場,業種,始値,高値,安値,終値,出来高,売買代金
2759-T,アイフラッグ,JQスタンダード,卸売業,95,97,94,95,116100,11086300
2760-T,東京エレクトロン デバイス,東証1部,卸売業,1605,1634,1605,1626,17100,27767400
2761-T,トシン・グループ,JQスタンダード,卸売業,2520,2520,2500,2500,5600,14108000
2762-T,三光マーケティングフーズ,東証2部,小売業,917,924,913,924,9700,8919600
2763-T,エフティグループ,JQスタンダード,卸売業,2198,2198,2125,2155,42300,91128700
2764-T,ひらまつ,東証1部,小売業,679,683,666,675,148100,99920500
2766-T,日本風力開発,東証2部,電気・ガス業,577,577,577,577,64600,37274200
2767-T,フィールズ,東証1部,卸売業,1673,1679,1625,1674,109600,181409300
2768-T,双日,東証1部,卸売業,254,266,253,262,31542600,8210621500
2769-T,ヴィレッジヴァンガードコーポレーション,JQスタンダード,小売業,1590,1597,1577,1590,20500,32560900
2772-T,ゲンキー,東証1部,小売業,6910,6930,6540,6650,61400,411489000
2773-T,ミューチュアル,JQスタンダード,卸売業,887,890,875,888,16400,14497700
2776-T,クリムゾン,JQスタンダード,卸売業,155,160,154,160,43200,6767500
2777-T,カッシーナ・イクスシー,JQスタンダード,卸売業,985,998,965,998,3400,3348100
2778-T,パレモ,JQスタンダード,小売業,225,230,225,228,14500,3292000
2780-T,コメ兵,東証2部,小売業,3150,3155,2958,3015,125400,379275300
2782-T,セリア,JQスタンダード,小売業,5780,5780,5690,5750,27200,155874000
2784-T,アルフレッサ ホールディングス,東証1部,卸売業,2230,2236,2181,2220,736500,1627375500
2786-T,サッポロドラッグストアー,東証1部,小売業,1775,1819,1775,1798,3600,6471100
2786-S,サッポロドラッグストアー,札証,小売業,-,-,-,-,0,0
2788-T,アップルインターナショナル,東証2部,卸売業,290,306,290,297,331400,98399100
2789-T,カルラ,JQスタンダード,小売業,433,435,429,435,3000,1299000
2790-T,ナフコ,JQスタンダード,小売業,1933,1946,1923,1939,2900,5596000
2791-T,大黒天物産,東証1部,小売業,4750,4750,4430,4455,16900,76483000
2792-T,ハニーズ,東証1部,小売業,970,984,956,979,90500,88162300
2795-T,日本プリメックス,JQスタンダード,卸売業,587,610,587,597,3000,1801100
2796-T,ファーマライズホールディングス,東証1部,小売業,533,568,533,568,27300,15000700
2798-T,ワイズテーブルコーポレーション,東証2部,小売業,2650,2650,2611,2640,5400,14169900
2801-T,キッコーマン,東証1部,食料品,3915,3955,3825,3950,1183000,4620750000
2802-T,味の素,東証1部,食料品,2653.0,2661.0,2597.5,2642.0,2262000,5952259500
2804-T,ブルドックソース,東証2部,食料品,236,238,232,238,22000,5179000
2805-T,エスビー食品,東証2部,食料品,4990,4995,4960,4960,1100,5477000
2806-T,ユタカフーズ,東証2部,食料品,1950,1950,1920,1921,800,1547900
2809-T,キユーピー,東証1部,食料品,2622,2644,2550,2637,974600,2535608300
2810-T,ハウス食品グループ本社,東証1部,食料品,2240,2243,2187,2212,279600,617287000
2811-T,カゴメ,東証1部,食料品,2060,2064,2003,2020,469000,949319200
2812-T,焼津水産化学工業,東証1部,食料品,1008,1019,1008,1016,15300,15509400
2813-T,和弘食品,JQスタンダード,食料品,298,298,297,297,5000,1489000
2814-T,佐藤食品工業,JQスタンダード,食料品,1014,1014,995,1005,1300,1302300
2815-T,アリアケジャパン,東証1部,食料品,5050,5050,4855,4955,135000,665075500
2816-T,ダイショー,東証2部,食料品,1212,1214,1203,1203,6200,7497400
2817-T,ギャバン,JQスタンダード,食料品,-,-,-,-,0,0
2818-T,ピエトロ,東証2部,食料品,1400,1402,1385,1385,3200,4473300
2819-T,エバラ食品工業,東証1部,食料品,1953,1997,1953,1980,4700,9272200
2830-T,アヲハタ,東証2部,食料品,2748,2748,2570,2630,12000,31798600
2831-T,はごろもフーズ,東証2部,食料品,1222,1222,1200,1200,2000,2422000
2871-T,ニチレイ,東証1部,食料品,743,745,725,736,1219000,893400000
2872-T,セイヒョー,東証2部,食料品,291,291,286,288,17000,4910000
2874-T,横浜冷凍,東証1部,卸売業,999,1007,981,1002,123400,123049000
2875-T,東洋水産,東証1部,食料品,4510,4530,4410,4455,376500,1677971500
2876-T,ジェーシー・コムサ,JQスタンダード,食料品,330,348,330,332,1700,571500
2877-T,日東ベスト,JQスタンダード,食料品,748,748,736,736,500,369500
2882-T,イートアンド,東証1部,食料品,2154,2159,2101,2159,6400,13671100
2883-T,大冷,東証2部,食料品,1695,1704,1688,1704,5900,10011200
2892-T,日本食品化工,東証2部,食料品,375,375,366,370,9000,3314000
2894-T,石井食品,東証2部,食料品,208,214,206,206,14000,2931000
2897-T,日清食品ホールディングス,東証1部,食料品,5830,5830,5680,5740,341100,1958081000
2899-T,永谷園,東証1部,食料品,1070,1080,1070,1078,14000,15033000
2901-T,石垣食品,JQスタンダード,食料品,195,198,193,197,23500,4600300
2903-T,シノブフーズ,東証2部,食料品,625,628,625,628,2000,1253000
2904-T,一正蒲鉾,東証1部,食料品,1049,1063,1045,1049,6200,6515900
2905-T,オーケー食品工業,JQスタンダード,食料品,142,151,142,151,225000,32483000
2907-T,あじかん,東証2部,食料品,751,751,750,750,200,150100
2908-T,フジッコ,東証1部,食料品,2664,2772,2660,2695,56000,151583000
2910-T,ロック・フィールド,東証1部,食料品,2969,2969,2877,2944,21000,61223100
2911-T,旭松食品,東証2部,食料品,350,359,350,359,3000,1059000
2914-T,日本たばこ産業,東証1部,食料品,4309.0,4310.0,4236.5,4300.0,3722200,15949782100
2915-T,ケンコーマヨネーズ,東証1部,食料品,1639,1639,1621,1633,7800,12727100
2916-T,仙波糖化工業,JQスタンダード,食料品,530,530,508,525,3300,1731400
2917-T,大森屋,JQスタンダード,食料品,994,994,994,994,1000,994000
2918-T,わらべや日洋,東証1部,食料品,2868,2869,2772,2817,48300,135614800
2919-F,マルタイ,福証,食料品,401,401,400,400,2000,801000
2922-T,なとり,東証1部,食料品,1467,1489,1438,1461,8900,12962200
2923-T,佐藤食品工業,東証2部,食料品,3540,3550,3280,3390,4000,13689000
2924-T,イフジ産業,東証2部,食料品,595,595,578,586,2100,1230800
2924-F,イフジ産業,福証,食料品,-,-,-,-,0,0
2925-T,ピックルスコーポレーション,JQスタンダード,食料品,1120,1160,1120,1132,3100,3513200
2926-T,篠崎屋,東証2部,食料品,127,129,125,126,34800,4430300
2927-T,AFC-HDアムスライフサイエンス,JQスタンダード,食料品,792,798,790,797,21100,16750400
2928-S,健康コーポレーション,札証アンビシャス,化学,640,640,619,629,179900,113588200
2929-T,ファーマフーズ,東証マザーズ,食料品,313,325,310,318,191700,60846200
2930-T,北の達人コーポレーション,東証2部,食料品,537,550,530,540,18500,10034200
2930-S,北の達人コーポレーション,札証,食料品,-,-,-,-,0,0
2931-T,ユーグレナ,東証1部,食料品,1580,1599,1580,1599,961500,1528165200
3001-T,片倉工業,東証1部,繊維製品,1297,1313,1287,1304,16300,21222800
3002-T,グンゼ,東証1部,繊維製品,377,377,371,373,859000,321076000
3003-T,ヒューリック,東証1部,不動産業,1134,1137,1115,1125,1312800,1474558600
3004-T,神栄,東証1部,卸売業,162,163,160,162,24000,3875000
3010-T,価値開発,東証2部,不動産業,53,60,53,56,2746000,155944000
3011-T,バナーズ,東証2部,小売業,113,118,112,117,100900,11620800
3020-T,アプライド,JQスタンダード,小売業,1889,1889,1870,1883,1100,2066400
3021-T,パシフィックネット,東証マザーズ,小売業,654,654,634,641,39500,25402600
3022-T,山下医科器械,東証1部,卸売業,1665,1683,1656,1676,1600,2678800
3023-T,ラサ商事,東証1部,卸売業,573,582,564,573,10900,6261000
3024-T,クリエイト,JQスタンダード,卸売業,-,-,-,-,0,0
3027-T,レデイ薬局,JQスタンダード,小売業,994,994,993,993,300,298100
3028-T,アルペン,東証1部,小売業,1769,1800,1769,1782,111900,199707300
3030-T,ハブ,JQスタンダード,小売業,1850,1850,1831,1844,1000,1843000
3031-T,ラクーン,東証マザーズ,卸売業,437,449,411,429,591000,253234300
3034-T,クオール,東証1部,小売業,1750,1753,1710,1739,127900,221335200
3035-T,ケイティケイ,JQスタンダード,卸売業,323,340,312,321,34700,11210300
3036-T,アルコニックス,東証1部,卸売業,1693,1750,1672,1738,65400,112535700
3038-T,神戸物産,東証1部,卸売業,11470,11490,11010,11250,89500,1004101000
3039-T,碧,東証TPM,小売業,-,-,-,-,0,0
3040-T,ソリトンシステムズ,JQスタンダード,情報・通信業,941,988,941,973,18700,18082700
3041-T,ビューティ花壇,東証マザーズ,卸売業,269,273,268,273,2900,786300
3042-T,セキュアヴェイル,JQグロース,卸売業,1048,1068,1018,1040,90500,94331800
3043-T,モジュレ,JQグロース,卸売業,936,936,901,909,3800,3477500
3045-T,カワサキ,東証2部,卸売業,1353,1367,1345,1345,1100,1487100
3046-T,ジェイアイエヌ,東証1部,小売業,5660,5660,5530,5640,68500,383946000
3047-F,TRUCK-ONE,福証Q-Board,卸売業,219,219,219,219,100,21900
3048-T,ビックカメラ,東証1部,小売業,1185,1208,1182,1195,1180900,1412401200
3050-T,DCMホールディングス,東証1部,小売業,933,956,929,950,783500,739615100
3053-T,ペッパーフードサービス,東証マザーズ,卸売業,1025,1049,1010,1049,61000,62825000
3054-T,ハイパー,JQスタンダード,卸売業,926,956,923,955,2800,2615200
3055-S,ほくやく・竹山ホールディングス,札証,卸売業,653,669,652,669,3300,2156600
3058-T,三洋堂ホールディングス,JQスタンダード,小売業,1199,1208,1190,1208,5900,7080300
3059-T,ヒラキ,東証2部,小売業,750,764,743,753,5600,4218800
3063-T,ジェイグループホールディングス,東証マザーズ,小売業,831,859,831,838,17600,14806000
3064-T,MonotaRO,東証1部,小売業,6140,6180,6010,6080,461400,2804057000
3065-T,ライフフーズ,JQスタンダード,小売業,300,301,299,300,7000,2102000
3067-T,東京一番フーズ,東証1部,小売業,781,800,771,786,42900,33668900
3068-T,WDI,JQスタンダード,小売業,1279,1289,1271,1278,6900,8812900
3069-T,アスラポート・ダイニング,JQスタンダード,小売業,542,569,541,568,132800,73384200
3070-T,アマガサ,JQグロース,卸売業,705,710,703,703,3600,2541700
3071-T,ストリーム,東証マザーズ,小売業,196,209,191,204,626600,125840400
3073-T,ダイヤモンドダイニング,東証1部,小売業,1191,1243,1171,1196,222700,267384500
3075-T,銚子丸,JQスタンダード,小売業,4250,4290,4235,4290,3100,13184000
3076-T,あい ホールディングス,東証1部,卸売業,2530,2585,2483,2541,835200,2117760800
3077-T,ホリイフードサービス,JQスタンダード,小売業,605,609,601,601,1500,906300
3079-T,ディーブイエックス,東証1部,卸売業,1160,1176,1137,1153,27400,31599900
3080-T,ジェーソン,JQスタンダード,小売業,305,322,305,310,6500,2022600
3082-T,きちり,東証1部,小売業,692,698,688,695,23100,16034800
3083-T,シーズメン,JQスタンダード,小売業,688,688,684,684,400,274800
3085-T,アークランドサービス,東証1部,小売業,5060,5170,5000,5140,20400,103835000
3086-T,J.フロント リテイリング,東証1部,小売業,2001,2004,1943,1971,961900,1892532700
3087-T,ドトール・日レスホールディングス,東証1部,小売業,1862,1901,1850,1890,401300,754830700
3088-T,マツモトキヨシホールディングス,東証1部,小売業,5920,5920,5720,5760,658600,3805387000
3089-T,テクノアルファ,JQスタンダード,卸売業,1518,1518,1493,1517,5900,8906200
3091-T,ブロンコビリー,東証1部,小売業,2281,2407,2281,2394,73500,172846100
3092-T,スタートトゥデイ,東証1部,小売業,3725,3745,3660,3730,351800,1303981000
3093-T,トレジャー・ファクトリー,東証1部,小売業,1330,1330,1272,1290,38300,49544600
3094-T,スーパーバリュー,JQスタンダード,小売業,1250,1270,1250,1270,300,379000
3096-T,オーシャンシステム,JQスタンダード,小売業,946,946,940,941,4500,4246700
3097-T,物語コーポレーション,東証1部,小売業,4615,4670,4545,4630,17300,79870000
3098-T,ココカラファイン,東証1部,小売業,5000,5000,4775,4830,191200,925952500
3099-T,三越伊勢丹ホールディングス,東証1部,小売業,1940,1952,1912,1939,2074300,4010104700
3099-F,三越伊勢丹ホールディングス,福証,小売業,-,-,-,-,0,0
3101-T,東洋紡,東証1部,繊維製品,175,178,173,177,3649000,641385000
3103-T,ユニチカ,東証1部,繊維製品,64,68,64,65,50261000,3282166000
3104-T,富士紡ホールディングス,東証1部,繊維製品,230,234,226,232,468000,108195000
3105-T,日清紡ホールディングス,東証1部,繊維製品,1430,1475,1427,1475,907000,1324934000
3105-F,日清紡ホールディングス,福証,繊維製品,-,-,-,-,0,0
3105-S,日清紡ホールディングス,札証,繊維製品,-,-,-,-,0,0
3106-T,倉敷紡績,東証1部,繊維製品,234,236,231,234,345000,80484000
3107-T,ダイワボウホールディングス,東証1部,卸売業,211,215,209,212,909000,192872000
3109-T,シキボウ,東証1部,繊維製品,118,119,116,119,470000,55405000
3110-T,日東紡績,東証1部,ガラス土石製品,571,584,571,582,544000,314672000
3111-T,オーミケンシ,東証2部,繊維製品,66,67,65,66,308000,20359000
3113-T,Oak キャピタル,東証2部,証券商品先物,235,243,235,238,1396200,331997100
3116-T,トヨタ紡織,東証1部,輸送用機器,2020,2050,1993,2045,403400,818787200
3121-T,マーチャント・バンカーズ,東証2部,サービス業,145,147,143,145,92800,13495600
3123-T,サイボー,東証2部,繊維製品,534,540,534,540,3500,1877300
3125-T,新内外綿,東証2部,繊維製品,104,108,104,106,31000,3274000
3131-T,シンデン・ハイテックス,JQスタンダード,卸売業,1950,1990,1900,1940,21600,41702300
3132-T,マクニカ・富士エレホールディングス,東証1部,卸売業,1354,1395,1334,1383,107000,146605000
3133-T,海帆,東証マザーズ,小売業,1506,1542,1506,1523,11900,18143700
3134-T,Hamee,東証マザーズ,小売業,2578,2589,2499,2560,4900,12531700
3135-T,マーケットエンタープライズ,東証マザーズ,小売業,2645,2684,2600,2632,36100,95085900
3136-S,エコノス,札証アンビシャス,小売業,576,594,565,594,1300,750200
3137-T,ファンデリー,東証マザーズ,小売業,681,719,675,691,29100,20236300
3138-T,富士山マガジンサービス,東証マザーズ,小売業,4615,4750,4295,4750,78700,356768500
3139-T,ラクト・ジャパン,東証2部,卸売業,1400,1560,1383,1470,1505200,2177209500
3140-T,イデアインターナショナル,JQグロース,卸売業,586,597,586,592,10300,6077800
